,Rate - Valid from,Rate - Valid to,Origin Port (name),Origin Port (code),Destination Port (name),Destination Port (code),Customer,Carrier,Contract Number,Commodity,THC USED,"BAS, Currency","BAS, 20DC","BAS, 40DC","BAS, 40HC","CFD, Currency","CFD, 20DC","CFD, 40DC","CFD, 40HC","CFO, Currency","CFO, 20DC","CFO, 40DC","CFO, 40HC","DHC, Currency","DHC, 20DC","DHC, 40DC","DHC, 40HC","ERS, Currency","ERS, 20DC","ERS, 40DC","ERS, 40HC","EXP, Currency","EXP, 20DC","EXP, 40DC","EXP, 40HC","IMP, Currency","IMP, 20DC","IMP, 40DC","IMP, 40HC","LSS, Currency","LSS, 20DC","LSS, 40DC","LSS, 40HC","OHC, Currency","OHC, 20DC","OHC, 40DC","OHC, 40HC","PSS, Currency","PSS, 20DC","PSS, 40DC","PSS, 40HC","RHI, Currency","RHI, 20DC","RHI, 40DC","RHI, 40HC","EBS, Currency","EBS, 20DC","EBS, 40DC","EBS, 40HC","PAE, Currency","PAE, 20DC","PAE, 40DC","PAE, 40HC","SBF, Currency","SBF, 20DC","SBF, 40DC","SBF, 40HC"
1141,"Weihai, China","Colombo, Sri Lanka","Weihai, China",CNWEI,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,765,870,870,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1142,"Weihai, China","Ennore Chennai, India","Weihai, China",CNWEI,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,740,745,745,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1143,"Weihai, China","Haldia Port, India","Weihai, China",CNWEI,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1265,1570,1570,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1144,"Weihai, China","Kolkata, India","Weihai, China",CNWEI,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1265,1570,1570,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1145,"Weihai, China","Krishnapatnam, India","Weihai, China",CNWEI,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,790,845,845,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1146,"Weihai, China","Male, Maldives","Weihai, China",CNWEI,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1780,2800,2800,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
1147,"Weihai, China","Mangalore, India","Weihai, China",CNWEI,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,890,1095,1095,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1148,"Weihai, China","Marmagao, India","Weihai, China",CNWEI,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1098,1410,1410,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1149,"Weihai, China","Tuticorin, India","Weihai, China",CNWEI,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,940,1020,1020,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1150,"Weihai, China","Visakhapatnam, India","Weihai, China",CNWEI,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,740,745,745,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1151,"Wenzhou, China","Cochin, India","Wenzhou, China",CNWZO,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,650,800,800,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1152,"Wenzhou, China","Colombo, Sri Lanka","Wenzhou, China",CNWZO,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,650,800,800,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1153,"Wenzhou, China","Ennore Chennai, India","Wenzhou, China",CNWZO,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,650,650,650,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1154,"Wenzhou, China","Haldia Port, India","Wenzhou, China",CNWZO,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1300,1550,1550,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1155,"Wenzhou, China","Kolkata, India","Wenzhou, China",CNWZO,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1300,1550,1550,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1156,"Wenzhou, China","Krishnapatnam, India","Wenzhou, China",CNWZO,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,700,750,750,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1157,"Wenzhou, China","Male, Maldives","Wenzhou, China",CNWZO,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1640,2580,2580,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
1158,"Wenzhou, China","Mangalore, India","Wenzhou, China",CNWZO,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,775,1025,1025,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1159,"Wenzhou, China","Marmagao, India","Wenzhou, China",CNWZO,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,983,1340,1340,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1160,"Wenzhou, China","Tuticorin, India","Wenzhou, China",CNWZO,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,900,1000,1000,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1161,"Wenzhou, China","Visakhapatnam, India","Wenzhou, China",CNWZO,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,650,650,650,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1162,"Wuhan, China","Cochin, India","Wuhan, China",CNNHN,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,1000,1000,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1163,"Wuhan, China","Colombo, Sri Lanka","Wuhan, China",CNNHN,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,750,1000,1000,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1164,"Wuhan, China","Ennore Chennai, India","Wuhan, China",CNNHN,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,850,850,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1165,"Wuhan, China","Haldia Port, India","Wuhan, China",CNNHN,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1400,1750,1750,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1166,"Wuhan, China","Kolkata, India","Wuhan, China",CNNHN,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1400,1750,1750,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1167,"Wuhan, China","Krishnapatnam, India","Wuhan, China",CNNHN,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,950,950,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1168,"Wuhan, China","Male, Maldives","Wuhan, China",CNNHN,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1740,2780,2780,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
1169,"Wuhan, China","Mangalore, India","Wuhan, China",CNNHN,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,875,1225,1225,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1170,"Wuhan, China","Marmagao, India","Wuhan, China",CNNHN,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1083,1540,1540,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1171,"Wuhan, China","Tuticorin, India","Wuhan, China",CNNHN,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1000,1200,1200,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1172,"Wuhan, China","Visakhapatnam, India","Wuhan, China",CNNHN,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,850,850,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1173,"Wuhu, China","Cochin, India","Wuhu, China",CNWHI,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,710,900,900,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1174,"Wuhu, China","Colombo, Sri Lanka","Wuhu, China",CNWHI,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,710,900,900,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1175,"Wuhu, China","Ennore Chennai, India","Wuhu, China",CNWHI,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,710,750,750,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1176,"Wuhu, China","Haldia Port, India","Wuhu, China",CNWHI,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1360,1650,1650,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1177,"Wuhu, China","Kolkata, India","Wuhu, China",CNWHI,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1360,1650,1650,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1178,"Wuhu, China","Krishnapatnam, India","Wuhu, China",CNWHI,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,760,850,850,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1179,"Wuhu, China","Male, Maldives","Wuhu, China",CNWHI,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1700,2680,2680,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
1180,"Wuhu, China","Mangalore, India","Wuhu, China",CNWHI,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,835,1125,1125,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1181,"Wuhu, China","Marmagao, India","Wuhu, China",CNWHI,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1043,1440,1440,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1182,"Wuhu, China","Tuticorin, India","Wuhu, China",CNWHI,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,960,1100,1100,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1183,"Wuhu, China","Visakhapatnam, India","Wuhu, China",CNWHI,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,710,750,750,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1184,"Wuzhou, China","Cochin, India","Wuzhou, China",CNWUZ,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,775,995,995,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1185,"Wuzhou, China","Colombo, Sri Lanka","Wuzhou, China",CNWUZ,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,775,995,995,USD,,,,USD,,,,USD,,,,USD,,,,CNY,50,50,50,USD,,,,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1186,"Wuzhou, China","Ennore Chennai, India","Wuzhou, China",CNWUZ,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,870,870,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1187,"Wuzhou, China","Haldia Port, India","Wuzhou, China",CNWUZ,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1375,1745,1745,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1188,"Wuzhou, China","Kolkata, India","Wuzhou, China",CNWUZ,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1375,1745,1745,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1189,"Wuzhou, China","Krishnapatnam, India","Wuzhou, China",CNWUZ,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,970,970,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1190,"Wuzhou, China","Male, Maldives","Wuzhou, China",CNWUZ,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1515,2625,2625,USD,,,,USD,,,,,,,,USD,,,,CNY,50,50,50,USD,100,200,200,USD,12,24,24,CNY,565,890,890,USD,,,,USD,125,250,250,,,,,,,,,,,,
1191,"Wuzhou, China","Mangalore, India","Wuzhou, China",CNWUZ,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,900,1220,1220,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1192,"Wuzhou, China","Marmagao, India","Wuzhou, China",CNWUZ,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1108,1535,1535,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1193,"Wuzhou, China","Tuticorin, India","Wuzhou, China",CNWUZ,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1075,1245,1245,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1194,"Wuzhou, China","Visakhapatnam, India","Wuzhou, China",CNWUZ,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,870,870,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1195,"Xiamen, China","Cochin, India","Xiamen, China",CNXAM,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,600,600,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1196,"Xiamen, China","Colombo, Sri Lanka","Xiamen, China",CNXAM,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,550,600,600,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1197,"Xiamen, China","Ennore Chennai, India","Xiamen, China",CNXAM,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,450,450,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1198,"Xiamen, China","Haldia Port, India","Xiamen, China",CNXAM,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1200,1350,1350,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1199,"Xiamen, China","Kolkata, India","Xiamen, China",CNXAM,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1200,1350,1350,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1200,"Xiamen, China","Krishnapatnam, India","Xiamen, China",CNXAM,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,600,550,550,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1201,"Xiamen, China","Male, Maldives","Xiamen, China",CNXAM,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1800,2900,2900,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
1202,"Xiamen, China","Mangalore, India","Xiamen, China",CNXAM,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,675,825,825,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1203,"Xiamen, China","Marmagao, India","Xiamen, China",CNXAM,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,883,1140,1140,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1204,"Xiamen, China","Tuticorin, India","Xiamen, China",CNXAM,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,800,800,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1205,"Xiamen, China","Visakhapatnam, India","Xiamen, China",CNXAM,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,450,450,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
1206,"Xiaolan, China","Cochin, India","Xiaolan, China",CNXAO,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,590,690,690,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1207,"Xiaolan, China","Colombo, Sri Lanka","Xiaolan, China",CNXAO,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,590,690,690,USD,,,,USD,,,,USD,,,,USD,,,,CNY,50,50,50,USD,,,,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1208,"Xiaolan, China","Ennore Chennai, India","Xiaolan, China",CNXAO,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,565,565,565,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1209,"Xiaolan, China","Haldia Port, India","Xiaolan, China",CNXAO,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1190,1440,1440,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
1210,"Xiaolan, China","Kolkata, India","Xiaolan, China",CNXAO,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1190,1440,1440,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
